,0
2998,1
2999,0
3000,1
3001,0
3002,0
3003,0
3004,0
3005,0
3006,1
3007,0
3008,0
3009,0
3010,1
3011,1
3012,1
3013,1
3014,1
3015,1
3016,0
3017,1
3018,0
3019,0
3020,0
3021,0
3022,0
3023,1
3024,0
3025,0
3026,1
3027,1
3028,1
3029,0
3030,1
3031,1
3032,1
3033,0
3034,0
3035,1
3036,1
3037,1
3038,1
3039,1
3040,0
3041,0
3042,1
3043,1
3044,1
3045,0
3046,0
3047,1
3048,1
3049,1
3050,0
3051,0
3052,1
3053,1
3054,1
3055,0
3056,0
3057,0
3058,0
3059,1
3060,1
3061,0
3062,0
3063,0
3064,0
3065,1
3066,1
3067,1
3068,0
3069,0
3070,0
3071,1
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0
3079,1
3080,0
3081,1
3082,0
3083,1
3084,0
3085,1
3086,1
3087,1
3088,0
3089,1
3090,0
3091,1
3092,0
3093,1
3094,0
3095,0
3096,0
3097,0
3098,1
3099,1
3100,1
3101,1
3102,0
3103,0
3104,0
3105,1
3106,0
3107,1
3108,1
3109,0
3110,0
3111,0
3112,0
3113,0
3114,0
3115,0
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,1
3123,0
3124,0
3125,0
3126,0
3127,0
3128,1
3129,1
3130,1
3131,1
3132,0
3133,0
3134,1
3135,1
3136,0
3137,1
3138,0
3139,1
3140,1
3141,0
3142,0
3143,1
3144,0
3145,1
3146,1
3147,0
3148,1
3149,1
3150,1
3151,0
3152,1
3153,1
3154,0
3155,1
3156,0
3157,0
3158,1
3159,1
3160,1
3161,1
3162,0
3163,0
3164,0
3165,1
3166,0
3167,1
3168,1
3169,0
3170,1
3171,0
3172,1
3173,1
3174,1
3175,1
3176,0
3177,1
3178,1
3179,1
3180,0
3181,0
3182,1
3183,1
3184,0
3185,0
3186,1
3187,1
3188,1
3189,0
3190,0
3191,0
3192,0
3193,0
3194,1
3195,1
3196,1
3197,0
3198,0
3199,1
3200,1
3201,0
3202,0
3203,1
3204,1
3205,1
3206,0
3207,1
3208,0
3209,1
3210,1
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,1
3218,0
3219,0
3220,0
3221,1
3222,1
3223,0
3224,1
3225,1
3226,1
3227,1
3228,0
3229,0
3230,1
3231,1
3232,1
3233,0
3234,0
3235,0
3236,0
3237,1
3238,1
3239,1
3240,0
3241,0
3242,0
3243,1
3244,1
3245,0
3246,1
3247,0
3248,1
3249,1
3250,0
3251,1
3252,1
3253,0
3254,0
3255,0
3256,1
3257,1
3258,0
3259,0
3260,0
3261,1
3262,1
3263,1
3264,0
3265,1
3266,1
3267,1
3268,1
3269,0
3270,1
3271,0
3272,1
3273,1
3274,0
3275,1
3276,0
3277,0
3278,1
3279,0
3280,1
3281,0
3282,1
3283,1
3284,1
3285,1
3286,1
3287,1
3288,1
3289,1
3290,1
3291,0
3292,1
3293,1
3294,0
3295,1
3296,1
3297,0
3298,1
3299,1
3300,0
3301,0
3302,0
3303,0
3304,1
3305,1
3306,1
3307,1
3308,0
3309,1
3310,0
3311,1
3312,1
3313,1
3314,0
3315,1
3316,1
3317,0
3318,1
3319,0
3320,0
3321,1
3322,0
3323,0
3324,1
3325,1
3326,1
3327,0
3328,1
3329,1
3330,1
3331,0
3332,0
3333,0
3334,1
3335,0
3336,1
3337,0
3338,1
3339,0
3340,0
3341,0
3342,0
3343,1
3344,1
3345,0
3346,1
3347,0
3348,1
3349,0
3350,1
3351,1
3352,1
3353,1
3354,0
3355,1
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,1
3364,0
3365,1
3366,0
3367,1
3368,1
3369,0
3370,0
3371,0
3372,1
3373,0
3374,1
3375,0
3376,1
3377,1
3378,1
3379,1
3380,1
3381,1
3382,0
3383,1
3384,0
3385,1
3386,0
3387,0
3388,0
3389,1
3390,1
3391,1
3392,1
3393,1
3394,0
3395,0
3396,1
3397,0
3398,1
3399,1
3400,1
3401,1
3402,1
3403,1
3404,1
3405,1
3406,1
3407,1
3408,0
3409,0
3410,0
3411,0
3412,1
3413,1
3414,1
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,1
3422,0
3423,1
3424,1
3425,1
3426,1
3427,0
3428,1
3429,0
3430,1
3431,0
3432,1
3433,1
3434,1
3435,1
3436,0
3437,1
3438,1
3439,1
3440,0
3441,0
3442,1
3443,0
3444,0
3445,1
3446,1
3447,1
3448,1
3449,0
3450,0
3451,0
3452,1
3453,0
3454,1
3455,1
3456,0
3457,0
3458,0
3459,0
3460,1
3461,0
3462,0
3463,0
3464,1
3465,0
3466,1
3467,1
3468,1
3469,1
3470,0
3471,0
3472,0
3473,0
3474,1
3475,1
3476,0
3477,0
3478,1
3479,1
3480,0
3481,1
3482,1
3483,1
3484,0
3485,1
3486,0
3487,1
3488,1
3489,1
3490,1
3491,0
3492,1
3493,0
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,1
3501,0
3502,1
3503,0
3504,0
3505,0
3506,1
3507,1
3508,1
3509,1
3510,1
3511,1
3512,0
3513,1
3514,1
3515,0
3516,1
3517,1
3518,0
3519,1
3520,1
3521,1
3522,0
3523,0
3524,0
3525,1
3526,0
3527,0
3528,0
3529,1
3530,0
3531,0
3532,0
3533,0
3534,0
3535,1
3536,0
3537,0
3538,1
3539,1
3540,1
3541,1
3542,1
3543,1
3544,0
3545,0
3546,0
3547,0
3548,1
3549,0
3550,0
3551,0
3552,1
3553,1
3554,0
3555,1
3556,0
3557,0
3558,0
3559,0
3560,1
3561,0
3562,0
3563,0
3564,0
3565,1
3566,0
3567,0
3568,1
3569,0
3570,1
3571,1
3572,1
3573,1
3574,0
3575,0
3576,1
3577,0
3578,1
3579,0
3580,1
3581,1
3582,0
3583,0
3584,0
3585,0
3586,0
3587,1
3588,0
3589,0
3590,1
3591,1
3592,0
3593,0
3594,1
3595,1
3596,1
3597,1
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,1
3605,0
3606,0
3607,0
3608,1
3609,0
3610,1
3611,1
3612,0
3613,0
3614,1
3615,1
3616,0
3617,0
3618,0
3619,0
3620,0
3621,1
3622,1
3623,1
3624,0
3625,1
3626,0
3627,0
3628,1
3629,0
3630,1
3631,1
3632,1
3633,0
3634,0
3635,1
3636,1
3637,0
3638,1
3639,0
3640,1
3641,1
3642,0
3643,0
3644,0
3645,0
3646,1
3647,1
3648,0
3649,0
3650,0
3651,0
3652,0
3653,1
3654,0
3655,0
3656,0
3657,1
3658,1
3659,1
3660,1
3661,0
3662,0
3663,0
3664,0
3665,1
3666,0
3667,1
3668,0
3669,0
3670,0
3671,1
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,1
3679,1
3680,0
3681,0
3682,0
3683,0
3684,1
3685,1
3686,0
3687,0
3688,1
3689,1
3690,0
3691,1
3692,1
3693,1
3694,1
3695,1
3696,0
3697,0
3698,0
3699,0
3700,0
3701,1
3702,1
3703,1
3704,0
3705,1
3706,0
3707,0
3708,1
3709,0
3710,0
3711,1
3712,1
3713,0
3714,1
3715,1
3716,1
3717,1
3718,0
3719,0
3720,1
3721,0
3722,1
3723,0
3724,0
3725,0
3726,0
3727,1
3728,1
3729,0
3730,1
3731,1
3732,0
3733,1
3734,1
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,1
3742,1
3743,1
3744,0
3745,0
3746,0
3747,0
3748,1
3749,0
3750,1
3751,0
3752,1
3753,0
3754,1
3755,1
3756,0
3757,1
3758,1
3759,1
3760,1
3761,1
3762,0
3763,0
3764,1
3765,0
3766,1
3767,1
3768,1
3769,1
3770,1
3771,0
3772,0
3773,1
3774,0
3775,1
3776,1
3777,1
3778,0
3779,1
3780,1
3781,1
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,1
3791,0
3792,0
3793,0
3794,1
3795,1
3796,1
3797,0
3798,0
3799,0
3800,0
3801,0
3802,1
3803,1
3804,1
3805,1
3806,0
3807,1
3808,0
3809,0
3810,1
3811,0
3812,1
3813,1
3814,1
3815,0
3816,0
3817,0
3818,0
3819,0
3820,1
3821,0
3822,1
3823,1
3824,0
3825,0
3826,0
3827,0
3828,1
3829,0
3830,1
3831,0
3832,1
3833,1
3834,0
3835,0
3836,1
3837,1
3838,0
3839,0
3840,1
3841,0
3842,0
3843,1
3844,1
3845,0
3846,0
3847,0
3848,1
3849,0
3850,0
3851,0
3852,0
3853,1
3854,1
3855,0
3856,1
3857,0
3858,1
3859,0
3860,0
3861,0
3862,1
3863,0
3864,0
3865,0
3866,0
3867,1
3868,1
3869,0
3870,1
3871,1
3872,0
3873,1
3874,1
3875,1
3876,1
3877,0
3878,1
3879,1
3880,0
3881,1
3882,1
3883,1
3884,1
3885,1
3886,1
3887,0
3888,1
3889,1
3890,1
3891,0
3892,1
3893,0
3894,1
3895,0
3896,0
3897,0
3898,1
3899,0
3900,1
3901,0
3902,0
3903,0
3904,0
3905,0
3906,1
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,1
3919,1
3920,0
3921,1
3922,0
3923,0
3924,0
3925,0
3926,1
3927,0
3928,1
3929,0
3930,0
3931,0
3932,1
3933,0
3934,0
3935,1
3936,0
3937,1
3938,0
3939,0
3940,1
3941,1
3942,0
3943,1
3944,0
3945,1
3946,0
3947,0
3948,0
3949,0
3950,1
3951,1
3952,1
3953,1
3954,1
3955,1
3956,1
3957,1
3958,0
3959,0
3960,0
3961,0
3962,0
3963,1
3964,1
3965,0
3966,1
3967,1
3968,1
3969,1
3970,0
3971,1
3972,0
3973,1
3974,0
3975,0
3976,1
3977,0
3978,0
3979,0
3980,1
3981,1
3982,1
3983,1
3984,0
3985,0
3986,1
3987,1
3988,0
3989,0
3990,0
3991,0
3992,0
3993,0
3994,1
3995,0
3996,0
3997,1
3998,0
3999,1
4000,0
4001,0
4002,0
4003,0
4004,1
4005,0
4006,1
4007,0
4008,0
4009,0
4010,1
4011,0
4012,0
4013,1
4014,0
4015,1
4016,0
4017,1
4018,0
4019,0
4020,0
4021,1
4022,1
4023,0
4024,1
4025,0
4026,1
4027,0
4028,1
4029,1
4030,0
4031,0
4032,0
4033,1
4034,0
4035,0
4036,0
4037,1
4038,1
4039,1
4040,1
4041,1
4042,0
4043,0
4044,1
4045,1
4046,0
4047,0
4048,1
4049,0
4050,1
4051,1
4052,1
4053,0
4054,1
4055,0
4056,1
4057,0
4058,0
4059,0
4060,1
4061,1
4062,0
4063,0
4064,1
4065,0
4066,1
4067,1
4068,1
4069,0
4070,0
4071,0
4072,0
4073,0
4074,0
4075,0
4076,1
4077,1
4078,1
4079,0
4080,0
4081,1
4082,1
4083,0
4084,0
4085,0
4086,0
4087,1
4088,0
4089,1
4090,1
4091,1
4092,0
4093,0
4094,1
4095,0
4096,1
4097,1
4098,0
4099,0
4100,0
4101,0
4102,1
4103,0
4104,1
4105,1
4106,1
4107,0
4108,0
4109,0
4110,0
4111,1
4112,0
4113,1
4114,0
4115,1
4116,0
4117,1
4118,0
4119,0
4120,1
4121,0
4122,0
4123,0
4124,0
4125,0
4126,1
4127,0
4128,0
4129,0
4130,0
4131,1
4132,0
4133,0
4134,0
4135,0
4136,0
4137,1
4138,1
4139,1
4140,1
4141,1
4142,1
4143,1
4144,1
4145,0
4146,1
4147,0
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,1
4155,1
4156,1
4157,1
4158,0
4159,0
4160,0
4161,1
4162,0
4163,0
4164,1
4165,0
4166,1
4167,1
4168,0
4169,0
4170,0
4171,1
4172,1
4173,0
4174,0
4175,1
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,1
4183,1
4184,0
4185,1
4186,1
4187,1
4188,0
4189,0
4190,0
4191,0
4192,0
4193,1
4194,1
4195,0
4196,1
4197,0
4198,0
4199,1
4200,1
4201,1
4202,0
4203,0
4204,1
4205,0
4206,1
4207,0
4208,0
4209,1
4210,0
4211,1
4212,0
4213,0
4214,1
4215,1
4216,1
4217,1
4218,1
4219,0
4220,0
4221,1
4222,1
4223,1
4224,0
4225,0
4226,1
4227,0
4228,0
4229,1
4230,0
4231,0
4232,1
4233,0
4234,1
4235,0
4236,0
4237,0
4238,0
4239,0
4240,1
4241,1
4242,1
4243,0
4244,0
4245,0
4246,1
4247,1
4248,0
4249,0
4250,1
4251,1
4252,0
4253,0
4254,0
4255,0
4256,1
4257,1
4258,0
4259,1
4260,0
4261,1
4262,1
4263,1
4264,1
4265,1
4266,1
4267,0
4268,0
4269,0
4270,1
4271,1
4272,1
4273,0
4274,0
4275,1
4276,0
4277,1
4278,1
4279,0
4280,1
4281,0
4282,1
4283,1
4284,0
4285,0
4286,1
4287,1
4288,0
4289,0
4290,1
4291,1
4292,0
4293,0
4294,1
4295,1
4296,1
4297,1
4298,0
4299,1
4300,1
4301,0
4302,1
4303,1
4304,0
4305,0
4306,0
4307,0
4308,0
4309,1
4310,1
4311,1
4312,1
4313,0
4314,1
4315,0
4316,1
4317,1
4318,0
4319,1
4320,0
4321,1
4322,0
4323,1
4324,1
4325,0
4326,0
4327,0
4328,1
4329,1
4330,1
4331,1
4332,0
4333,1
4334,1
4335,0
4336,0
4337,0
4338,1
4339,1
4340,1
4341,1
4342,1
4343,1
4344,0
4345,0
4346,1
4347,0
4348,1
4349,0
4350,0
4351,1
4352,0
4353,0
4354,0
4355,0
4356,0
4357,0
4358,0
4359,1
4360,1
4361,1
4362,0
4363,1
4364,1
4365,1
4366,1
4367,0
4368,1
4369,1
4370,0
4371,0
4372,1
4373,0
4374,0
4375,0
4376,0
4377,1
4378,0
4379,0
4380,0
4381,0
4382,0
4383,1
4384,1
4385,1
4386,0
4387,1
4388,1
4389,0
4390,0
4391,1
4392,0
4393,0
4394,1
4395,0
4396,1
4397,0
4398,0
4399,0
4400,1
4401,1
4402,1
4403,0
4404,0
4405,0
4406,0
4407,0
4408,0
4409,1
4410,0
4411,1
4412,0
4413,1
4414,0
4415,1
4416,0
4417,0
4418,0
4419,1
4420,0
4421,1
4422,1
4423,0
4424,0
4425,1
4426,1
4427,0
4428,1
4429,1
4430,1
4431,0
4432,0
4433,1
4434,1
4435,1
4436,1
4437,1
4438,0
4439,0
4440,1
4441,1
4442,0
4443,1
4444,1
4445,0
4446,1
4447,0
4448,0
4449,1
4450,0
4451,0
4452,1
4453,0
4454,1
4455,0
4456,1
4457,1
4458,0
4459,0
4460,1
4461,1
4462,1
4463,1
4464,1
4465,1
4466,0
4467,0
4468,0
4469,0
4470,1
4471,1
4472,0
4473,1
4474,1
4475,0
4476,0
4477,0
4478,1
4479,1
4480,1
4481,1
4482,1
4483,1
4484,0
4485,1
4486,1
4487,1
4488,0
4489,1
4490,0
4491,1
4492,0
4493,0
4494,1
4495,1
4496,0
4497,0
4498,0
4499,1
4500,1
4501,0
4502,0
4503,0
4504,0
4505,1
4506,1
4507,0
4508,1
4509,1
4510,0
4511,1
4512,0
4513,0
4514,0
4515,1
4516,0
4517,0
4518,0
4519,0
4520,1
4521,1
4522,0
4523,1
4524,0
4525,0
4526,1
4527,1
4528,1
4529,1
4530,0
4531,1
4532,1
4533,1
4534,0
4535,0
4536,0
4537,0
4538,0
4539,1
4540,0
4541,0
4542,1
4543,0
4544,0
4545,1
4546,1
4547,1
4548,1
4549,0
4550,1
4551,0
4552,1
4553,1
4554,1
4555,1
4556,1
4557,0
4558,0
4559,0
4560,0
4561,0
4562,1
4563,1
4564,0
4565,0
4566,1
4567,1
4568,0
4569,1
4570,1
4571,1
4572,0
4573,0
4574,0
4575,1
4576,1
4577,1
4578,1
4579,1
4580,1
4581,0
4582,1
4583,1
4584,0
4585,1
4586,0
4587,0
4588,1
4589,0
4590,1
4591,1
4592,1
4593,0
4594,1
4595,1
4596,1
4597,0
4598,1
4599,1
4600,0
4601,1
4602,1
4603,1
4604,0
4605,0
4606,1
4607,1
4608,1
4609,1
4610,0
4611,0
4612,0
4613,1
4614,0
4615,1
4616,0
4617,1
4618,0
4619,1
4620,1
4621,0
4622,0
4623,0
4624,0
4625,0
4626,0
4627,1
4628,0
4629,0
4630,0
4631,1
4632,0
4633,1
4634,1
4635,0
4636,1
4637,1
4638,0
4639,1
4640,0
4641,1
4642,0
4643,0
4644,0
4645,0
4646,0
4647,1
4648,0
4649,0
4650,1
4651,0
4652,0
4653,1
4654,0
4655,0
4656,1
4657,1
4658,0
4659,0
4660,0
4661,0
4662,0
4663,1
4664,1
4665,0
4666,1
4667,1
4668,0
4669,1
4670,0
4671,0
4672,0
4673,1
4674,0
4675,0
4676,0
4677,1
4678,1
4679,1
4680,1
4681,0
4682,0
4683,1
4684,1
4685,1
4686,0
4687,1
4688,0
4689,0
4690,0
4691,0
4692,1
4693,1
4694,0
4695,1
4696,1
4697,1
4698,0
4699,1
4700,1
4701,0
4702,1
4703,0
4704,1
4705,1
4706,0
4707,0
4708,0
4709,0
4710,0
4711,1
4712,1
4713,0
4714,1
4715,0
4716,0
4717,0
4718,1
4719,1
4720,0
4721,0
4722,0
4723,1
4724,1
4725,0
4726,0
4727,1
4728,1
4729,0
4730,1
4731,0
4732,1
4733,0
4734,0
4735,0
4736,0
4737,1
4738,1
4739,1
4740,0
4741,1
4742,0
4743,0
4744,0
4745,0
4746,1
4747,0
4748,0
4749,1
4750,1
4751,0
4752,1
4753,1
4754,0
4755,1
4756,0
4757,0
4758,1
4759,1
4760,0
4761,1
4762,0
4763,0
4764,0
4765,0
4766,0
4767,0
4768,1
4769,0
4770,1
4771,1
4772,1
4773,0
4774,0
4775,1
4776,0
4777,0
4778,1
4779,1
4780,1
4781,0
4782,0
4783,0
4784,0
4785,1
4786,0
4787,1
4788,1
4789,0
4790,1
4791,1
4792,0
4793,1
4794,1
4795,0
4796,1
4797,0
4798,1
4799,0
4800,0
4801,1
4802,1
4803,1
4804,1
4805,0
4806,1
4807,1
4808,1
4809,1
4810,1
4811,1
4812,0
4813,0
4814,1
4815,1
4816,1
4817,1
4818,0
4819,1
4820,0
4821,0
4822,0
4823,1
4824,1
4825,1
4826,0
4827,0
4828,1
4829,1
4830,1
4831,0
4832,0
4833,1
4834,0
4835,1
4836,1
4837,0
4838,0
4839,0
4840,0
4841,1
4842,1
4843,0
4844,1
4845,0
4846,0
4847,0
4848,1
4849,1
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,1
4861,0
4862,0
4863,1
4864,1
4865,1
4866,0
4867,0
4868,0
4869,1
4870,0
4871,0
4872,0
4873,1
4874,0
4875,1
4876,1
4877,1
4878,1
4879,0
4880,1
4881,0
4882,1
4883,1
4884,1
4885,1
4886,0
4887,0
4888,0
4889,0
4890,1
4891,0
4892,1
4893,0
4894,0
4895,1
4896,0
4897,0
4898,0
4899,1
4900,1
4901,1
4902,1
4903,0
4904,1
4905,0
4906,1
4907,0
4908,1
4909,0
4910,0
4911,0
4912,0
4913,0
4914,1
4915,1
4916,0
4917,1
4918,0
4919,0
4920,1
4921,1
4922,0
4923,0
4924,1
4925,1
4926,1
4927,1
4928,0
4929,0
4930,1
4931,0
4932,0
4933,0
4934,0
4935,1
4936,0
4937,1
4938,1
4939,0
4940,0
4941,0
4942,0
4943,0
4944,1
4945,0
4946,0
4947,0
4948,1
4949,1
4950,0
4951,1
4952,1
4953,1
4954,1
4955,0
4956,0
4957,1
4958,0
4959,0
4960,0
4961,1
4962,0
4963,0
4964,0
4965,0
4966,0
4967,1
4968,1
4969,0
4970,0
4971,0
4972,1
4973,1
4974,0
4975,0
4976,1
4977,0
4978,1
4979,1
4980,1
4981,0
4982,1
4983,1
4984,1
4985,1
4986,1
4987,0
4988,1
4989,0
4990,1
4991,1
4992,0
4993,1
4994,0
4995,0
4996,0
4997,1
4998,0
4999,0
5000,1
5001,1
5002,1
5003,1
5004,1
5005,0
5006,1
5007,0
5008,0
5009,0
5010,0
5011,1
5012,1
5013,1
5014,0
5015,1
5016,1
5017,0
5018,0
5019,1
5020,0
5021,0
5022,0
5023,0
5024,0
5025,1
5026,1
5027,0
5028,1
5029,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,0
5037,1
5038,0
5039,1
5040,1
5041,0
5042,0
5043,0
5044,1
5045,0
5046,0
5047,1
5048,1
5049,0
5050,0
5051,0
5052,0
5053,0
5054,1
5055,0
5056,0
5057,1
5058,0
5059,0
5060,1
5061,1
5062,0
5063,1
5064,0
5065,1
5066,0
5067,0
5068,0
5069,1
5070,0
5071,1
5072,0
5073,1
5074,1
5075,0
5076,0
5077,0
5078,0
5079,1
5080,0
5081,0
5082,1
5083,1
5084,1
5085,0
5086,1
5087,0
5088,1
5089,1
5090,0
5091,1
5092,1
5093,1
5094,0
5095,0
5096,0
5097,1
5098,0
5099,0
5100,0
5101,0
5102,1
5103,0
5104,0
5105,1
5106,1
5107,0
5108,1
5109,1
5110,1
5111,1
5112,0
5113,0
5114,1
5115,0
5116,1
5117,0
5118,0
5119,0
5120,0
5121,0
5122,1
5123,1
5124,1
5125,1
5126,0
5127,1
5128,0
5129,0
5130,1
5131,0
5132,0
5133,1
5134,0
5135,0
5136,0
5137,0
5138,0
5139,1
5140,1
5141,0
5142,1
5143,1
5144,1
5145,0
5146,1
5147,1
5148,0
5149,0
5150,0
5151,0
5152,1
5153,1
5154,1
5155,0
5156,0
5157,1
5158,1
5159,0
5160,1
5161,1
5162,0
5163,0
5164,0
5165,0
5166,1
5167,1
5168,1
5169,1
5170,1
5171,1
5172,0
5173,0
5174,1
5175,1
5176,1
5177,1
5178,1
5179,0
5180,1
5181,1
5182,1
5183,0
5184,0
5185,0
5186,0
5187,1
5188,1
5189,0
5190,1
5191,0
5192,0
5193,1
5194,1
5195,1
5196,1
5197,1
5198,0
5199,1
5200,1
5201,1
5202,0
5203,0
5204,1
5205,1
5206,1
5207,1
5208,0
5209,0
5210,1
5211,0
5212,0
5213,0
5214,1
5215,0
5216,0
5217,1
5218,0
5219,0
5220,1
5221,1
5222,0
5223,1
5224,1
5225,0
5226,0
5227,0
5228,1
5229,1
5230,0
5231,1
5232,1
5233,0
5234,0
5235,1
5236,0
5237,1
5238,0
5239,0
5240,0
5241,1
5242,1
5243,0
5244,0
5245,1
5246,0
5247,0
5248,0
5249,1
5250,1
5251,1
5252,0
5253,0
5254,0
5255,1
5256,1
5257,0
5258,1
5259,1
5260,0
5261,0
5262,1
5263,0
5264,0
5265,1
5266,0
5267,0
5268,0
5269,1
5270,1
5271,1
5272,0
5273,1
5274,0
5275,1
5276,0
5277,1
5278,0
5279,1
5280,1
5281,0
5282,0
5283,1
5284,1
5285,0
5286,1
5287,0
5288,1
5289,0
5290,0
5291,1
5292,1
5293,0
5294,1
5295,1
5296,0
5297,1
5298,0
5299,1
5300,1
5301,0
5302,0
5303,1
5304,0
5305,0
5306,1
5307,1
5308,0
5309,0
5310,0
5311,0
5312,1
5313,0
5314,0
5315,0
5316,1
5317,1
5318,0
5319,1
5320,0
5321,0
5322,0
5323,0
5324,1
5325,0
5326,0
5327,0
5328,1
5329,0
5330,0
5331,0
5332,1
5333,0
5334,0
5335,0
5336,0
5337,0
5338,0
5339,0
5340,1
5341,1
5342,0
5343,0
5344,1
5345,0
5346,0
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,1
5357,1
5358,1
5359,0
5360,0
5361,1
5362,1
5363,1
5364,1
5365,0
5366,1
5367,0
5368,1
5369,0
5370,0
5371,1
5372,1
5373,0
5374,1
5375,1
5376,1
5377,1
5378,0
5379,1
5380,1
5381,1
5382,0
5383,0
5384,1
5385,1
5386,0
5387,1
5388,0
5389,0
5390,1
5391,1
5392,0
5393,1
5394,0
5395,1
5396,1
5397,1
5398,1
5399,0
5400,0
5401,1
5402,1
5403,1
5404,1
5405,0
5406,0
5407,1
5408,0
5409,0
5410,0
5411,0
5412,1
5413,0
5414,0
5415,0
5416,0
5417,1
5418,0
5419,0
5420,1
5421,1
5422,0
5423,0
5424,1
5425,0
5426,1
5427,1
5428,0
5429,1
5430,0
5431,0
5432,0
5433,1
5434,0
5435,0
5436,0
5437,1
5438,0
5439,1
5440,0
5441,0
5442,0
5443,1
5444,1
5445,0
5446,1
5447,1
5448,0
5449,1
5450,1
5451,1
5452,0
5453,0
5454,0
5455,0
5456,1
5457,1
5458,1
5459,0
5460,1
5461,1
5462,0
5463,1
5464,1
5465,0
5466,1
5467,1
5468,0
5469,0
5470,1
5471,0
5472,1
5473,1
5474,1
5475,0
5476,1
5477,0
5478,1
5479,0
5480,0
5481,0
5482,0
5483,1
5484,0
5485,0
5486,0
5487,1
5488,0
5489,0
5490,1
5491,0
5492,0
5493,0
5494,0
5495,1
5496,0
5497,0
5498,0
5499,0
5500,1
5501,0
5502,1
5503,1
5504,1
5505,1
5506,1
5507,1
5508,1
5509,0
5510,1
5511,1
5512,0
5513,0
5514,1
5515,1
5516,1
5517,0
5518,1
5519,1
5520,0
5521,1
5522,0
5523,1
5524,0
5525,1
5526,1
5527,1
5528,0
5529,0
5530,1
5531,1
5532,0
5533,1
5534,1
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,1
5544,1
5545,0
5546,1
5547,1
5548,0
5549,0
5550,0
5551,1
5552,0
5553,1
5554,1
5555,0
5556,1
5557,1
5558,0
5559,0
5560,1
5561,0
5562,1
5563,1
5564,0
5565,0
5566,0
5567,0
5568,1
5569,0
5570,0
5571,1
5572,1
5573,1
5574,0
5575,0
5576,1
5577,1
5578,0
5579,1
5580,1
5581,0
5582,0
5583,1
5584,0
5585,0
5586,1
5587,0
5588,0
5589,1
5590,0
5591,0
5592,1
5593,1
5594,1
5595,0
5596,0
5597,0
5598,0
5599,1
5600,1
5601,0
5602,0
5603,1
5604,1
5605,0
5606,0
5607,1
5608,1
5609,1
5610,1
5611,0
5612,0
5613,0
5614,0
5615,1
5616,1
5617,1
5618,0
5619,1
5620,1
5621,0
5622,0
5623,0
5624,1
5625,0
5626,1
5627,0
5628,0
5629,1
5630,1
5631,0
5632,1
5633,1
5634,1
5635,1
5636,1
5637,0
5638,0
5639,0
5640,1
5641,0
5642,0
5643,0
5644,1
5645,1
5646,1
5647,0
5648,1
5649,1
5650,0
5651,1
5652,1
5653,0
5654,1
5655,0
5656,1
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,1
5664,0
5665,1
5666,0
5667,0
5668,1
5669,0
5670,1
5671,1
5672,0
5673,0
5674,1
5675,1
5676,0
5677,1
5678,1
5679,0
5680,1
5681,1
5682,1
5683,1
5684,1
5685,0
5686,1
5687,0
5688,0
5689,0
5690,1
5691,0
5692,0
5693,1
5694,1
5695,0
5696,0
5697,0
5698,0
5699,1
5700,1
5701,0
5702,0
5703,1
5704,0
5705,1
5706,1
5707,0
5708,1
5709,0
5710,1
5711,0
5712,1
5713,1
5714,0
5715,1
5716,1
5717,1
5718,1
5719,1
5720,1
5721,1
5722,1
5723,1
5724,0
5725,0
5726,1
5727,0
5728,1
5729,1
5730,1
5731,1
5732,0
5733,1
5734,1
5735,1
5736,1
5737,1
5738,0
5739,1
5740,1
5741,0
5742,0
5743,1
5744,1
5745,0
5746,1
5747,1
5748,0
5749,1
5750,1
5751,1
5752,1
5753,0
5754,1
5755,1
5756,1
5757,1
5758,1
5759,0
5760,0
5761,0
5762,0
5763,1
5764,1
5765,0
5766,1
5767,1
5768,0
5769,0
5770,1
5771,0
5772,0
5773,1
5774,1
5775,0
5776,0
5777,0
5778,0
5779,1
5780,0
5781,1
5782,1
5783,0
5784,1
5785,0
5786,1
5787,1
5788,0
5789,1
5790,0
5791,0
5792,1
5793,0
5794,0
5795,1
5796,0
